poi_type,,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante
2108,Mont Mou,147.3,25.68,110.72,N/A,260.64,75.84,221.11,N/A,114.77,273.19,N/A,190.85,166.03,29.92,N/A,77.58,N/A,N/A,6.02,25.55,5.99,16.51,16.08,18.89,15.93,17.62,234.18,66.78,66.8,26.24,24.19,25.36,23.68,20.15,23.78,20.29,23.82,25.96,67.04,29.92,18.94,24.68,20.05,10.78,6.03,100.39,258.44,21.42,25.04,19.14,32.99,19.85,41.21,21.92,32.99,206.71,206.71,45.29,182.56,290.91,222.84,221.67,75.21,263.07,190.43,190.38,163.96,168.4,168.67,N/A,77.61,N/A,N/A,10.78,5.88,3.88,5.99,5.99,15.04,17.46,14.57,15.44,17.88,16.19,233.52,67.03,27.5,21.39,24.81,22.42,23.58,25.05,21.31,24.01,23.65,21.94,24.68,168.79,18.83,21.97,23.82,20.7,100.22,147.16,258.81,41.71,17.88,207.8,24.39,206.59,160.64,182.74,N/A,N/A,221.57,130.58,110.01,289.87,N/A,168.23,168.23,N/A,N/A,25.27,10.51,18.41,19.95,19.6,28.62,28.47,24.39,24.85,27.47,27.62,26.14,23.82,25.76,27.82,24.68,26.25,25.74,24.39,23.6,23.49,99.79,146.43,33.28,23.46,160.64
2109,Humbolt,145.6,31.9,109.01,N/A,258.93,115.72,219.41,N/A,113.07,271.49,N/A,189.14,164.33,69.79,N/A,75.87,N/A,N/A,51.27,31.77,51.41,56.39,55.96,58.77,55.81,57.49,232.48,65.08,65.1,66.12,64.07,65.24,63.55,60.03,63.66,60.17,63.7,65.84,65.34,69.79,58.82,64.56,59.92,50.66,51.45,98.68,256.74,61.3,64.91,59.01,72.86,59.73,81.08,61.8,72.86,205.01,205.01,43.59,180.85,289.21,221.14,219.97,115.09,261.37,188.73,188.68,162.26,166.7,166.96,N/A,75.91,N/A,N/A,50.66,51.44,53.17,51.41,51.41,59.68,57.34,58.51,55.32,57.76,56.06,231.82,65.33,67.38,61.27,64.69,62.3,63.46,64.93,61.19,63.89,63.53,61.82,64.56,167.09,58.71,61.85,63.7,60.58,98.51,145.46,257.1,81.58,57.76,206.1,64.27,204.89,158.94,181.04,N/A,N/A,219.87,128.88,108.3,288.17,N/A,166.53,166.53,N/A,N/A,31.48,47.05,58.29,59.82,59.48,68.49,68.35,64.27,64.72,67.35,67.49,66.01,63.7,65.64,67.7,64.56,66.13,65.62,64.27,63.48,63.37,98.08,144.73,73.16,63.33,158.94
2110,Savannah - Nouré,141.8,20.18,105.22,N/A,255.13,68.39,215.61,N/A,109.27,267.69,N/A,185.35,160.53,22.47,N/A,72.07,N/A,N/A,5.97,20.05,5.81,9.06,8.63,11.44,8.48,10.17,228.68,61.28,61.3,18.8,16.74,17.91,16.23,12.7,16.33,12.84,16.37,18.51,61.54,22.47,11.49,17.23,12.6,3.01,6.02,94.89,252.94,13.97,17.59,11.69,25.54,12.4,33.76,14.47,25.54,201.21,201.21,39.79,177.05,285.41,217.34,216.17,67.76,257.57,184.93,184.88,158.46,162.9,163.16,N/A,72.11,N/A,N/A,3.01,5.85,7.3,5.81,5.81,11.88,10.01,10.69,8.0,10.43,8.74,228.02,61.53,20.05,13.94,17.36,14.97,16.13,17.6,13.86,16.56,16.2,14.49,17.23,163.29,11.38,14.52,16.37,13.25,94.71,141.66,253.31,34.26,10.43,202.3,16.94,201.09,155.14,177.24,N/A,N/A,216.07,125.08,104.5,284.37,N/A,162.73,162.73,N/A,N/A,19.77,5.98,10.96,12.5,12.15,21.17,21.02,16.94,17.4,20.02,20.17,18.69,16.37,18.31,20.37,17.23,18.8,18.29,16.94,16.15,16.04,94.28,140.93,25.83,16.01,155.14
2201,Poindimié village,82.01,182.61,130.33,N/A,151.67,266.43,27.41,N/A,99.05,164.23,N/A,81.88,58.83,220.51,N/A,163.95,N/A,N/A,201.98,182.48,202.13,207.1,206.67,209.48,206.52,208.21,125.22,141.35,140.85,216.84,214.78,215.95,214.27,210.74,214.37,210.88,214.41,216.55,140.67,220.51,209.53,215.28,210.64,201.37,202.16,107.92,64.74,212.01,215.63,209.73,223.58,210.44,231.8,212.51,223.58,1.45,1.45,162.3,25.02,181.95,29.14,112.71,265.8,154.11,81.47,81.42,56.76,58.52,59.26,N/A,163.96,N/A,N/A,201.37,202.15,203.88,202.13,202.13,210.39,208.05,209.22,206.04,208.47,206.78,124.56,140.39,218.1,211.98,215.4,213.02,214.17,215.64,211.9,214.6,214.24,212.53,215.28,58.03,209.42,212.56,214.41,211.3,108.09,60.57,65.1,232.3,208.47,1.54,214.98,1.49,59.0,25.3,N/A,N/A,112.61,89.39,129.62,180.91,N/A,59.23,58.51,N/A,N/A,182.2,197.76,209.0,210.54,210.19,219.21,219.06,214.98,215.44,218.06,218.21,216.73,214.41,216.35,218.41,215.28,216.84,216.34,214.98,214.19,214.08,108.79,61.11,223.87,214.05,59.0
2202,Tiéti - Tyé,77.26,187.55,139.84,N/A,146.92,271.36,22.65,N/A,108.56,159.48,N/A,77.13,54.07,225.44,N/A,173.46,N/A,N/A,206.91,187.41,207.06,212.04,211.6,214.41,211.45,213.14,120.46,146.28,145.78,221.77,219.71,220.88,219.2,215.68,219.31,215.81,219.34,221.49,145.61,225.44,214.46,220.21,215.57,206.3,207.09,112.49,59.99,216.94,220.56,214.66,228.51,215.38,236.73,217.44,228.51,10.25,10.25,167.23,34.53,177.2,24.38,107.95,270.73,149.35,76.72,76.66,52.0,53.76,54.5,N/A,173.47,N/A,N/A,206.3,207.09,208.81,207.06,207.06,215.32,212.98,214.15,210.97,213.4,211.71,119.8,145.33,223.03,216.91,220.33,217.95,219.1,220.57,216.84,219.54,219.17,217.46,220.21,53.28,214.35,217.5,219.34,216.23,112.66,70.08,60.35,237.23,213.4,9.15,219.92,10.37,54.25,34.81,N/A,N/A,107.85,84.64,139.12,176.15,N/A,54.47,53.75,N/A,N/A,187.13,202.69,213.93,215.47,215.13,224.14,223.99,219.92,220.37,222.99,223.14,221.66,219.34,221.28,223.34,220.21,221.77,221.27,219.92,219.12,219.01,113.36,70.61,228.81,218.98,54.25
2204,Tibarama - Bayes - Ouindo - Ometteux - Napoémien,88.63,176.82,124.54,N/A,158.29,260.64,34.02,N/A,93.26,170.85,N/A,88.5,65.45,214.71,N/A,158.16,N/A,N/A,196.19,176.69,196.33,201.31,200.88,203.69,200.73,202.41,131.83,135.56,135.05,211.04,208.99,210.16,208.47,204.95,208.58,205.09,208.62,210.76,134.88,214.71,203.74,209.48,204.85,195.58,196.37,102.13,71.36,206.22,209.83,203.94,217.78,204.65,226.0,206.72,217.78,6.9,6.9,156.5,19.23,188.57,35.76,119.33,260.01,160.73,88.09,88.04,63.37,65.13,65.88,N/A,158.17,N/A,N/A,195.58,196.36,198.09,196.33,196.33,204.6,202.26,203.43,200.24,202.68,200.99,131.18,134.6,212.3,206.19,209.61,207.22,208.38,209.85,206.11,208.81,208.45,206.74,209.48,64.65,203.63,206.77,208.62,205.5,102.3,54.78,71.72,226.51,202.68,7.72,209.19,6.89,65.62,19.51,N/A,N/A,119.22,91.95,123.83,187.52,N/A,65.85,65.13,N/A,N/A,176.4,191.97,203.21,204.74,204.4,213.41,213.27,209.19,209.65,212.27,212.42,210.94,208.62,210.56,212.62,209.48,211.05,210.54,209.19,208.4,208.29,103.0,55.31,218.08,208.26,65.62
2205,Goro Até - Goro Jé,104.49,177.19,125.87,N/A,174.34,261.0,50.92,N/A,94.59,186.89,N/A,104.55,81.49,215.08,N/A,159.49,N/A,N/A,196.55,177.05,196.7,201.68,201.24,204.05,201.09,202.78,147.88,135.92,135.42,211.41,209.35,210.52,208.84,205.31,208.94,205.45,208.98,211.13,135.24,215.08,204.1,209.85,205.21,195.94,196.73,102.49,88.25,206.58,210.2,204.3,218.15,205.01,226.37,207.08,218.15,25.97,25.97,156.87,20.56,204.61,52.65,135.37,260.37,176.77,104.13,104.08,79.42,81.18,81.92,N/A,159.5,N/A,N/A,195.94,196.73,198.45,196.7,196.7,204.96,202.62,203.79,200.61,203.04,201.35,147.22,134.97,212.67,206.55,209.97,207.59,208.74,210.21,206.47,209.17,208.81,207.1,209.85,80.7,203.99,207.14,208.98,205.87,102.66,56.12,88.62,226.87,203.04,25.31,209.56,25.9,81.67,20.85,N/A,N/A,135.27,93.44,125.16,203.57,N/A,81.89,81.17,N/A,N/A,176.77,192.33,203.57,205.11,204.77,213.78,213.63,209.56,210.01,212.63,212.78,211.3,208.98,210.92,212.98,209.85,211.41,210.91,209.56,208.76,208.65,103.36,56.65,218.45,208.62,81.67
2302,Ponérihouen village,92.23,157.13,104.85,N/A,180.04,240.95,55.77,N/A,73.57,192.6,N/A,110.25,87.2,195.02,N/A,138.47,N/A,N/A,176.5,157.0,176.65,181.62,181.19,184.0,181.04,182.73,153.58,115.87,115.36,191.35,189.3,190.47,188.78,185.26,188.89,185.4,188.93,191.07,115.19,195.02,184.05,189.79,185.16,175.89,176.68,82.44,93.11,186.53,190.15,184.25,198.09,184.96,206.31,187.03,198.09,28.38,28.38,136.81,6.15,210.32,57.51,141.07,240.32,182.48,109.84,109.79,85.12,86.88,87.63,N/A,138.48,N/A,N/A,175.89,176.67,178.4,176.65,176.65,184.91,182.57,183.74,180.55,182.99,181.3,152.93,114.91,192.61,186.5,189.92,187.53,188.69,190.16,186.42,189.12,188.76,187.05,189.79,86.4,183.94,187.08,188.93,185.81,82.61,35.09,93.47,206.82,182.99,29.47,189.5,28.26,87.37,6.36,N/A,N/A,140.97,79.12,104.14,209.27,N/A,87.6,86.88,N/A,N/A,156.71,172.28,183.52,185.05,184.71,193.73,193.58,189.5,189.96,192.58,192.73,191.25,188.93,190.87,192.93,189.79,191.36,190.85,189.5,188.71,188.6,83.31,35.63,198.39,188.57,87.37
2303,Goyetta - Goa - Nébouéba - St Yves,78.09,167.12,118.88,N/A,185.95,250.94,62.35,N/A,87.6,198.51,N/A,116.16,91.99,205.02,N/A,152.5,N/A,N/A,186.49,166.99,186.64,191.61,191.18,193.99,191.03,192.72,159.49,125.86,125.35,201.34,199.29,200.46,198.77,195.25,198.88,195.39,198.92,201.06,125.18,205.02,194.04,199.78,195.15,185.88,186.67,92.05,99.68,196.52,200.14,194.24,208.08,194.95,216.3,197.02,208.08,34.95,34.95,146.8,14.67,216.23,64.08,146.98,250.31,188.38,115.75,115.69,89.92,93.23,93.86,N/A,152.51,N/A,N/A,185.88,186.66,188.39,186.64,186.64,194.9,192.56,193.73,190.54,192.98,191.29,158.83,124.9,202.6,196.49,199.91,197.52,198.68,200.15,196.41,199.11,198.75,197.04,199.78,92.77,193.93,197.07,198.92,195.8,92.22,49.12,100.05,216.81,192.98,36.05,199.49,34.84,89.99,14.87,N/A,N/A,146.88,64.98,118.16,215.18,N/A,93.54,93.22,N/A,N/A,166.7,182.27,193.51,195.04,194.7,203.72,203.57,199.49,199.95,202.57,202.72,201.24,198.92,200.86,202.92,199.78,201.35,200.84,199.49,198.7,198.59,92.92,49.65,208.38,198.56,89.99
2306,Aoupinié - Goro Darawé,65.67,152.98,129.09,N/A,179.01,236.79,79.72,N/A,97.82,191.57,N/A,109.22,84.4,190.87,N/A,158.31,N/A,N/A,172.34,152.84,172.49,177.46,177.03,179.84,176.88,178.57,152.55,111.71,111.21,187.2,185.14,186.31,184.63,181.1,184.73,181.24,184.77,186.92,111.03,190.87,179.89,185.64,181.0,171.73,172.52,78.0,117.05,182.37,185.99,180.09,193.94,180.8,202.16,182.87,193.94,52.32,52.32,132.66,28.17,209.29,81.45,140.04,236.16,181.44,108.8,108.75,82.33,86.77,87.04,N/A,158.32,N/A,N/A,171.73,172.51,174.24,172.49,172.49,180.75,178.41,179.58,176.4,178.83,177.14,151.89,110.75,188.46,182.34,185.76,183.38,184.53,186.0,182.26,184.96,184.6,182.89,185.64,87.16,179.78,182.93,184.77,181.66,78.17,59.34,117.42,202.66,178.83,53.42,185.35,52.2,79.01,28.35,N/A,N/A,139.94,52.56,128.38,208.24,N/A,86.61,86.61,N/A,N/A,152.56,168.12,179.36,180.9,180.55,189.57,189.42,185.35,185.8,188.42,188.57,187.09,184.77,186.71,188.77,185.64,187.2,186.7,185.35,184.55,184.44,78.87,59.87,194.24,184.41,79.01
2401,Pouébo village - St Ferdinand - St Louis,147.1,259.38,253.23,N/A,23.51,343.2,177.09,N/A,257.29,79.26,N/A,93.42,118.27,297.28,N/A,269.55,N/A,N/A,278.75,259.25,278.9,283.87,283.44,286.25,283.29,284.98,50.56,218.12,217.62,293.61,291.55,292.72,291.04,287.51,291.14,287.65,291.18,293.32,217.44,297.28,286.3,292.05,287.41,278.14,278.93,183.82,175.76,288.78,292.4,286.5,300.35,287.21,308.57,289.28,300.35,175.14,175.14,239.07,199.42,7.19,178.83,62.71,342.57,24.26,93.71,93.83,121.57,117.25,117.3,N/A,269.58,N/A,N/A,278.14,278.92,280.65,278.9,278.9,287.16,284.82,285.99,282.81,285.24,283.55,50.62,217.16,294.87,288.75,292.17,289.79,290.94,292.41,288.67,291.37,291.01,289.3,292.05,117.72,286.19,289.33,291.18,288.07,183.99,222.42,176.12,309.07,285.24,174.05,291.75,175.26,124.09,199.7,N/A,N/A,62.85,154.48,252.52,6.14,N/A,116.28,116.96,N/A,N/A,258.97,274.53,285.77,287.31,286.96,295.98,295.83,291.75,292.21,294.83,294.98,293.5,291.18,293.12,295.18,292.05,293.61,293.11,291.75,290.96,290.85,184.69,222.96,300.64,290.82,124.09
2402,Tchamboëne - Diahoué - Colnett,165.59,277.87,271.72,N/A,42.0,361.69,195.58,N/A,275.78,97.75,N/A,111.91,136.76,315.77,N/A,288.04,N/A,N/A,297.24,277.74,297.39,302.36,301.93,304.74,301.78,303.47,69.05,236.61,236.1,312.1,310.04,311.21,309.53,306.0,309.63,306.14,309.67,311.81,235.93,315.77,304.79,310.53,305.9,296.63,297.42,202.31,194.25,307.27,310.89,304.99,318.84,305.7,327.06,307.77,318.84,193.63,193.63,257.55,217.91,11.73,197.31,81.2,361.06,42.75,112.19,112.32,140.06,135.74,135.78,N/A,288.07,N/A,N/A,296.63,297.41,299.14,297.39,297.39,305.65,303.31,304.48,301.29,303.73,302.04,69.11,235.65,313.35,307.24,310.66,308.27,309.43,310.9,307.16,309.86,309.5,307.79,310.53,136.2,304.68,307.82,309.67,306.55,202.48,240.91,194.61,327.56,303.73,192.53,310.24,193.75,142.58,218.19,N/A,N/A,81.34,172.97,271.01,12.91,N/A,134.77,135.45,N/A,N/A,277.46,293.02,304.26,305.8,305.45,314.47,314.32,310.24,310.7,313.32,313.47,311.99,309.67,311.61,313.67,310.53,312.1,311.59,310.24,309.45,309.34,203.18,241.45,319.13,309.31,142.58
2405,Massif du Panié - Mont Colnett,152.87,265.16,259.01,N/A,29.28,348.97,182.87,N/A,263.06,85.03,N/A,99.19,124.05,303.05,N/A,275.32,N/A,N/A,284.52,265.02,284.67,289.65,289.21,292.02,289.06,290.75,56.33,223.89,223.39,299.38,297.32,298.49,296.81,293.28,296.92,293.42,296.95,299.1,223.22,303.05,292.07,297.82,293.18,283.91,284.7,189.59,181.53,294.55,298.17,292.27,306.12,292.98,314.34,295.05,306.12,180.91,180.91,244.84,205.19,4.09,184.6,68.48,348.34,30.03,99.48,99.6,127.34,123.02,123.07,N/A,275.36,N/A,N/A,283.91,284.7,286.42,284.67,284.67,292.93,290.59,291.76,288.58,291.01,289.32,56.4,222.94,300.64,294.52,297.94,295.56,296.71,298.18,294.45,297.15,296.78,295.07,297.82,123.49,291.96,295.11,296.95,293.84,189.76,228.2,181.89,314.84,291.01,179.82,297.53,181.03,129.86,205.47,N/A,N/A,68.62,160.25,258.29,3.04,N/A,122.05,122.73,N/A,N/A,264.74,280.3,291.54,293.08,292.74,301.75,301.6,297.53,297.98,300.6,300.75,299.27,296.95,298.89,300.95,297.82,299.38,298.88,297.53,296.73,296.62,190.46,228.73,306.42,296.59,129.86
2501,Pouembout village,24.1,136.39,130.24,N/A,103.15,220.2,63.45,N/A,134.29,115.71,N/A,33.36,8.55,174.28,N/A,146.55,N/A,N/A,155.76,136.25,155.9,160.88,160.45,163.26,160.29,161.98,76.7,95.12,94.62,170.61,168.56,169.73,168.04,164.52,168.15,164.66,168.19,170.33,94.45,174.28,163.31,169.05,164.41,155.15,155.94,60.83,100.78,165.79,169.4,163.5,177.35,164.22,185.57,166.29,177.35,61.49,61.49,116.07,85.77,133.43,65.18,64.19,219.57,105.59,32.95,32.9,6.64,10.92,11.18,N/A,146.59,N/A,N/A,155.15,155.93,157.66,155.9,155.9,164.17,161.82,162.99,159.81,162.25,160.55,76.04,94.17,171.87,165.76,169.18,166.79,167.95,169.41,165.68,168.38,168.02,166.31,169.05,11.31,163.2,166.34,168.19,165.07,61.0,99.43,101.14,186.07,162.25,60.4,168.76,61.61,3.59,86.05,N/A,N/A,64.09,31.48,129.53,132.39,N/A,10.75,10.75,N/A,N/A,135.97,151.54,162.78,164.31,163.97,172.98,172.83,168.76,169.21,171.84,171.98,170.5,168.19,170.13,172.18,169.05,170.61,170.11,168.76,167.96,167.85,61.7,99.96,177.65,167.82,3.59
2503,Pindaï - Kopéto - Tamaon - Forêt plate,32.9,145.19,139.04,N/A,126.23,229.0,81.68,N/A,143.09,138.79,N/A,56.44,31.63,183.08,N/A,155.35,N/A,N/A,164.56,145.05,164.7,169.68,169.25,172.06,169.09,170.78,99.77,103.92,103.42,179.41,177.36,178.53,176.84,173.32,176.95,173.46,176.99,179.13,103.25,183.08,172.11,177.85,173.21,163.95,164.74,69.63,119.01,174.59,178.2,172.3,186.15,173.02,194.37,175.09,186.15,79.73,79.73,124.87,95.69,156.51,83.41,87.27,228.37,128.67,56.03,55.98,29.56,34.0,34.26,N/A,155.39,N/A,N/A,163.95,164.73,166.46,164.7,164.7,172.97,170.62,171.79,168.61,171.05,169.35,99.12,102.97,180.67,174.56,177.98,175.59,176.75,178.21,174.48,177.18,176.82,175.11,177.85,34.3,172.0,175.14,176.99,173.87,69.8,108.23,119.38,194.87,171.05,78.63,177.56,79.84,26.74,95.95,N/A,N/A,87.16,40.28,138.33,155.46,N/A,33.83,33.83,N/A,N/A,144.77,160.34,171.58,173.11,172.77,181.78,181.63,177.56,178.01,180.64,180.78,179.3,176.99,178.93,180.98,177.85,179.41,178.91,177.56,176.76,176.65,70.5,108.76,186.45,176.62,26.74
2601,Poum village - Titch,146.25,258.53,252.38,N/A,65.85,342.35,176.24,N/A,256.43,21.76,N/A,92.57,117.42,296.43,N/A,268.7,N/A,N/A,277.9,258.4,278.05,283.02,282.59,285.4,282.44,284.13,49.71,217.27,216.76,292.76,290.7,291.87,290.19,286.66,290.29,286.8,290.33,292.47,216.59,296.43,285.45,291.19,286.56,277.29,278.08,182.97,174.91,287.93,291.55,285.65,299.5,286.36,307.72,288.43,299.5,174.29,174.29,238.21,198.57,96.13,177.97,61.86,341.72,68.29,92.85,92.98,120.72,116.4,116.44,N/A,268.73,N/A,N/A,277.29,278.07,279.8,278.05,278.05,286.31,283.97,285.14,281.95,284.39,282.7,49.77,216.31,294.01,287.9,291.32,288.93,290.09,291.56,287.82,290.52,290.16,288.45,291.19,116.86,285.34,288.48,290.33,287.21,183.14,221.57,175.27,308.22,284.39,173.19,290.9,174.41,123.24,198.85,N/A,N/A,62.0,153.63,251.67,95.08,N/A,115.43,116.11,N/A,N/A,258.12,273.68,284.92,286.46,286.11,295.13,294.98,290.9,291.36,293.98,294.13,292.65,290.33,292.27,294.33,291.19,292.76,292.25,290.9,290.11,290.0,183.84,222.11,299.79,289.97,123.24
2603,Bouarou - Pangaï - Naraï,127.77,240.05,233.9,N/A,45.02,323.87,157.76,N/A,237.95,17.68,N/A,74.08,98.94,277.94,N/A,250.21,N/A,N/A,259.42,239.92,259.57,264.54,264.11,266.92,263.96,265.65,31.23,198.79,198.28,274.27,272.22,273.39,271.7,268.18,271.81,268.32,271.85,273.99,198.11,277.94,266.97,272.71,268.08,258.81,259.6,164.49,156.43,269.45,273.06,267.17,281.01,267.88,289.23,269.95,281.01,155.81,155.81,219.73,180.08,75.29,159.49,43.38,323.24,47.45,74.37,74.49,102.24,97.92,97.96,N/A,250.25,N/A,N/A,258.81,259.59,261.32,259.57,259.57,267.83,265.49,266.66,263.47,265.91,264.22,31.29,197.83,275.53,269.42,272.84,270.45,271.61,273.08,269.34,272.04,271.68,269.97,272.71,98.38,266.86,270.0,271.85,268.73,164.66,203.09,156.79,289.74,265.91,154.71,272.42,155.92,104.76,180.37,N/A,N/A,43.51,135.15,233.19,74.25,N/A,96.94,97.63,N/A,N/A,239.63,255.2,266.44,267.97,267.63,276.64,276.5,272.42,272.88,275.5,275.65,274.17,271.85,273.79,275.85,272.71,274.28,273.77,272.42,271.63,271.52,165.36,203.62,281.31,271.49,104.76
2701,Poya village,15.52,120.59,114.44,N/A,128.81,204.4,89.29,N/A,118.49,141.37,N/A,59.02,34.21,158.48,N/A,130.75,N/A,N/A,139.95,120.45,140.1,145.08,144.65,147.46,144.49,146.18,102.36,79.32,78.82,154.81,152.76,153.93,152.24,148.72,152.35,148.85,152.39,154.53,78.65,158.48,147.51,153.25,148.61,139.35,140.14,45.03,126.62,149.98,153.6,147.7,161.55,148.42,169.77,150.49,161.55,87.34,87.34,100.27,85.18,159.09,91.02,89.85,203.77,131.25,58.61,58.56,32.14,36.58,36.84,N/A,130.79,N/A,N/A,139.35,140.13,141.86,140.1,140.1,148.37,146.02,147.19,144.01,146.45,144.75,101.7,78.37,156.07,149.96,153.37,150.99,152.15,153.61,149.88,152.58,152.22,150.51,153.25,36.97,147.4,150.54,152.39,149.27,45.2,83.63,126.98,170.27,146.45,86.24,152.96,87.45,28.82,85.37,N/A,N/A,89.75,15.68,113.73,158.05,N/A,36.41,36.41,N/A,N/A,120.17,135.74,146.97,148.51,148.17,157.18,157.03,152.96,153.41,156.04,156.18,154.7,152.39,154.32,156.38,153.25,154.81,154.31,152.96,152.16,152.05,45.9,84.16,161.85,152.02,28.82
2705,Gohapin - Montfaoué - Nékliaï Kradji,38.34,124.77,118.51,N/A,151.68,208.59,105.16,N/A,102.29,164.24,N/A,81.89,57.07,162.66,N/A,134.93,N/A,N/A,144.14,124.64,144.28,149.26,148.83,151.64,148.68,150.36,125.22,83.51,83.0,158.99,156.94,158.11,156.42,152.9,156.53,153.04,156.57,158.71,82.83,162.66,151.69,157.43,152.79,143.53,144.32,49.21,142.5,154.17,157.78,151.88,165.73,152.6,173.95,154.67,165.73,85.89,85.89,104.45,61.74,181.96,106.9,112.71,207.96,154.11,81.47,81.42,55.0,59.44,59.71,N/A,134.97,N/A,N/A,143.53,144.31,146.04,144.28,144.28,152.55,150.21,151.38,148.19,150.63,148.93,124.56,82.55,160.25,154.14,157.56,155.17,156.33,157.8,154.06,156.76,156.4,154.69,157.43,59.83,151.58,154.72,156.57,153.45,49.38,64.12,142.86,174.45,150.63,86.96,157.14,85.78,51.68,61.92,N/A,N/A,112.61,24.34,117.8,180.91,N/A,59.28,59.28,N/A,N/A,124.35,139.92,151.16,152.69,152.35,161.36,161.22,157.14,157.59,160.22,160.36,158.88,156.57,158.51,160.57,157.43,159.0,158.49,157.14,156.35,156.24,50.08,64.65,166.03,156.2,51.68
2706,Poya Sud,29.88,102.1,95.95,N/A,143.22,185.91,103.69,N/A,100.0,155.78,N/A,73.43,48.61,139.99,N/A,112.26,N/A,N/A,121.46,101.96,121.61,126.59,126.16,128.97,126.0,127.69,116.76,60.83,60.33,136.32,134.27,135.44,133.75,130.23,133.86,130.36,133.89,136.04,60.16,139.99,129.02,134.76,130.12,120.86,121.65,26.53,141.03,131.49,135.11,129.21,143.06,129.93,151.28,132.0,143.06,101.74,101.74,81.78,86.27,173.5,105.42,104.25,185.28,145.65,73.01,72.96,46.54,50.98,51.25,N/A,112.3,N/A,N/A,120.86,121.64,123.37,121.61,121.61,129.87,127.53,128.7,125.52,127.95,126.26,116.1,59.88,137.58,131.47,134.88,132.5,133.66,135.12,131.39,134.09,133.72,132.02,134.76,51.37,128.91,132.05,133.89,130.78,26.71,65.14,141.39,151.78,127.95,100.64,134.47,101.86,43.22,86.46,N/A,N/A,104.15,13.16,95.24,172.45,N/A,50.82,50.82,N/A,N/A,101.68,117.25,128.48,130.02,129.68,138.69,138.54,134.47,134.92,137.55,137.69,136.21,133.89,135.83,137.89,134.76,136.32,135.82,134.47,133.67,133.56,27.41,65.67,143.36,133.53,43.22
