poi_type,,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante
503,Koutio Secal,148.17,26.56,111.59,N/A,261.51,60.55,221.98,N/A,115.64,274.07,N/A,191.72,166.91,14.66,N/A,78.45,N/A,N/A,12.48,26.42,12.33,3.87,3.17,2.04,3.02,1.96,235.05,67.65,67.68,10.99,8.94,10.11,8.42,4.37,8.53,3.99,8.57,10.71,67.91,14.66,3.65,9.43,4.38,8.31,12.54,101.26,259.32,5.89,9.72,3.85,17.7,4.32,25.92,6.6,17.7,207.58,207.58,46.16,183.43,291.79,223.71,222.54,59.92,263.94,191.31,191.25,164.83,169.27,169.54,N/A,78.49,N/A,N/A,8.31,12.37,13.82,12.33,12.33,8.57,0.66,9.82,4.6,1.73,3.56,234.39,67.9,12.25,6.14,9.56,7.17,8.33,9.8,6.06,8.76,8.4,6.69,9.43,169.66,3.54,6.72,8.57,5.45,101.09,148.03,259.68,26.42,1.73,208.68,9.14,207.47,161.51,183.61,N/A,N/A,222.44,131.45,110.88,290.74,N/A,169.11,169.11,N/A,N/A,26.14,12.35,2.99,4.58,4.23,13.36,13.22,9.14,9.59,12.22,12.36,10.88,8.57,10.51,12.57,9.43,11.0,10.49,9.14,8.35,8.24,100.66,147.31,18.0,8.17,161.51
504,Koutio érudits,147.36,25.75,110.78,N/A,260.7,60.66,221.17,N/A,114.83,273.26,N/A,190.91,166.1,14.74,N/A,77.64,N/A,N/A,11.67,25.61,11.52,2.73,2.2,2.88,2.05,2.43,234.24,66.84,66.87,11.07,9.01,10.18,8.5,4.94,8.6,4.74,8.64,10.78,67.1,14.74,3.76,9.5,4.86,7.5,11.73,100.45,258.51,6.24,9.86,3.96,17.81,4.67,26.03,6.74,17.81,206.77,206.77,45.35,182.62,290.98,222.9,221.73,60.03,263.13,190.5,190.45,164.02,168.46,168.73,N/A,77.68,N/A,N/A,7.5,11.56,13.01,11.52,11.52,9.48,1.45,10.73,3.78,2.47,2.43,233.58,67.09,12.32,6.21,9.63,7.24,8.4,9.87,6.13,8.83,8.47,6.76,9.5,168.85,3.65,6.79,8.64,5.52,100.28,147.22,258.87,26.53,2.47,207.87,9.21,206.66,160.7,182.8,N/A,N/A,221.63,130.64,110.07,289.93,N/A,168.3,168.3,N/A,N/A,25.33,11.54,3.23,4.77,4.42,13.44,13.29,9.21,9.67,12.29,12.44,10.96,8.64,10.58,12.64,9.5,11.07,10.56,9.21,8.42,8.31,99.85,146.5,18.1,8.28,160.7
505,Koutio Fortunes de mer,146.72,25.11,110.14,N/A,260.06,61.39,220.53,N/A,114.19,272.62,N/A,190.27,165.45,15.47,N/A,77.0,N/A,N/A,11.03,24.97,10.88,1.85,1.41,4.02,1.26,3.17,233.6,66.2,66.23,11.79,9.74,10.91,9.22,5.7,9.33,5.84,9.37,11.51,66.46,15.47,4.49,10.23,5.6,6.85,11.09,99.81,257.87,6.97,10.59,4.69,18.54,5.4,26.75,7.47,18.54,206.13,206.13,44.71,181.98,290.34,222.26,221.09,60.76,262.49,189.85,189.8,163.38,167.82,168.09,N/A,77.03,N/A,N/A,6.85,10.92,12.37,10.88,10.88,10.59,2.63,11.09,2.88,3.43,1.54,232.94,66.45,13.05,6.94,10.36,7.97,9.13,10.6,6.86,9.56,9.2,7.49,10.23,168.21,4.38,7.52,9.37,6.25,99.64,146.58,258.23,27.26,3.43,207.23,9.94,206.02,160.06,182.16,N/A,N/A,220.99,130.0,109.43,289.29,N/A,167.66,167.66,N/A,N/A,24.69,10.9,3.96,5.5,5.15,14.17,14.02,9.94,10.4,13.02,13.17,11.69,9.37,11.31,13.37,10.23,11.8,11.29,9.94,9.15,9.04,99.21,145.86,18.83,9.01,160.06
506,Jacarandas I,148.73,27.12,112.15,N/A,262.07,63.06,222.54,N/A,116.2,274.63,N/A,192.28,167.47,17.24,N/A,79.01,N/A,N/A,13.04,26.98,12.89,4.22,3.68,3.89,3.53,4.55,235.61,68.21,68.24,13.57,11.52,12.69,11.0,6.95,11.11,6.55,11.15,13.29,68.47,17.24,6.16,12.01,6.97,8.87,13.1,101.82,259.88,8.21,12.26,6.36,20.21,6.64,28.43,9.14,20.21,208.14,208.14,46.72,183.99,292.35,224.28,223.1,62.43,264.5,191.87,191.82,165.39,169.83,170.1,N/A,79.05,N/A,N/A,8.87,12.93,14.38,12.89,12.89,10.17,2.99,11.42,5.05,4.29,3.92,234.95,68.46,14.83,8.72,12.13,9.75,10.91,12.37,8.64,11.34,10.97,9.27,12.01,170.22,6.05,9.3,11.15,8.03,101.65,148.59,260.24,28.93,4.29,209.24,11.72,208.03,162.07,184.17,N/A,N/A,223.0,132.01,111.44,291.3,N/A,169.67,169.67,N/A,N/A,26.7,12.91,5.58,7.17,6.83,15.94,15.79,11.72,12.17,14.8,14.94,13.46,11.15,13.08,15.14,12.01,13.57,13.07,11.72,10.92,10.81,101.22,147.87,20.51,10.68,162.07
507,Jacarandas II,148.98,27.36,112.4,N/A,262.31,61.05,222.79,N/A,116.45,274.87,N/A,192.53,167.71,15.7,N/A,79.25,N/A,N/A,13.29,27.23,13.13,4.65,3.98,1.64,3.83,2.98,235.86,68.46,68.48,12.03,9.98,11.15,9.46,5.38,9.57,4.97,9.61,11.75,68.72,15.7,4.15,10.47,5.4,9.11,13.35,102.07,260.12,5.96,10.15,4.35,18.19,4.39,26.41,6.93,18.19,208.39,208.39,46.97,184.23,292.59,224.52,223.35,60.42,264.75,192.11,192.06,165.64,170.08,170.34,N/A,79.29,N/A,N/A,9.11,13.18,14.62,13.13,13.13,7.69,1.41,8.94,5.41,2.72,4.34,235.2,68.71,13.29,6.82,10.6,8.21,9.37,10.84,7.1,9.8,9.44,7.73,10.47,170.47,4.04,7.76,9.61,6.49,101.89,148.84,260.49,26.92,2.72,209.48,10.0,208.27,162.32,184.42,N/A,N/A,223.25,132.26,111.68,291.55,N/A,169.91,169.91,N/A,N/A,26.95,13.16,4.01,5.04,4.7,14.4,14.26,10.0,10.63,13.26,13.4,11.75,9.61,11.55,13.61,10.47,12.04,11.53,10.0,9.38,9.28,101.46,148.11,18.49,8.67,162.32
508,Auteuil,150.1,28.49,113.52,N/A,263.44,60.08,223.91,N/A,117.57,276.0,N/A,193.65,168.83,15.73,N/A,80.38,N/A,N/A,14.41,28.35,14.26,5.77,5.1,1.02,4.95,2.5,236.98,69.58,69.61,12.0,9.87,11.18,9.49,4.87,9.6,4.47,9.64,11.78,69.84,15.73,3.22,10.5,4.89,10.23,14.47,103.19,261.25,4.87,9.05,3.42,17.23,3.3,25.45,5.84,17.23,209.51,209.51,48.09,185.36,293.72,225.64,224.47,59.45,265.87,193.23,193.18,166.76,171.2,171.47,N/A,80.41,N/A,N/A,10.23,14.3,15.72,14.26,14.26,7.1,2.39,8.35,6.53,2.24,5.47,236.32,69.83,13.32,6.07,10.63,8.24,9.4,10.87,6.99,9.83,9.47,7.71,10.5,171.59,3.11,7.75,9.64,6.52,103.02,149.96,261.61,25.95,2.24,210.61,9.26,209.4,163.44,185.54,N/A,N/A,224.37,133.38,112.81,292.67,N/A,171.04,171.04,N/A,N/A,28.07,14.28,3.96,4.11,3.77,14.43,14.29,9.26,10.66,13.29,13.43,11.0,9.64,11.58,13.64,10.5,12.07,11.56,9.26,9.41,9.3,102.59,149.24,17.52,7.7,163.44
509,Koghis,153.71,32.09,117.13,N/A,267.05,64.48,227.52,N/A,121.18,279.6,N/A,197.26,172.44,20.23,N/A,83.99,N/A,N/A,14.43,31.96,14.28,9.62,8.96,5.04,8.8,7.1,240.59,73.19,73.21,16.56,14.51,15.68,13.99,9.4,14.1,8.99,14.13,16.28,73.45,20.23,7.61,15.0,9.42,14.09,14.49,106.8,264.85,9.27,13.45,7.81,21.63,7.7,29.85,10.24,21.63,213.12,213.12,51.7,188.97,297.32,229.25,228.08,63.85,269.48,196.84,196.79,170.37,174.81,175.08,N/A,84.02,N/A,N/A,14.09,14.32,15.45,14.28,14.28,4.39,6.24,5.64,10.38,6.84,9.32,239.93,73.44,17.82,10.41,15.12,12.74,13.9,15.36,11.63,14.33,13.96,12.26,15.0,175.2,7.5,12.29,14.13,11.02,106.63,153.57,265.22,30.35,6.84,214.21,13.6,213.0,167.05,189.15,N/A,N/A,227.98,136.99,116.41,296.28,N/A,174.64,174.64,N/A,N/A,31.68,17.89,8.44,8.45,8.11,18.93,18.78,13.6,15.16,17.79,17.93,15.34,14.13,16.07,18.13,15.0,16.56,16.06,13.6,13.91,13.8,106.2,152.84,21.93,12.1,167.05
510,Dumbéa/mer Ouest,147.03,25.42,110.45,N/A,260.37,62.39,220.85,N/A,114.51,272.93,N/A,190.58,165.77,16.46,N/A,77.31,N/A,N/A,11.35,25.29,11.19,1.76,1.9,5.4,1.74,4.17,233.91,66.52,66.54,12.79,10.74,11.91,10.22,6.7,10.33,6.84,10.37,12.51,66.77,16.46,5.49,11.23,6.6,7.17,11.4,100.12,258.18,7.97,11.59,5.69,19.53,6.4,27.75,8.47,19.53,206.44,206.44,45.03,182.29,290.65,222.58,221.41,61.76,262.81,190.17,190.12,163.69,168.14,168.4,N/A,77.35,N/A,N/A,7.17,11.23,12.68,11.19,11.19,11.93,3.97,11.4,1.42,4.43,1.1,233.26,66.77,14.05,7.94,11.36,8.97,10.13,11.6,7.86,10.56,10.2,8.49,11.23,168.53,5.38,8.52,10.37,7.25,99.95,146.9,258.54,28.26,4.43,207.54,10.94,206.33,160.38,182.48,N/A,N/A,221.3,130.31,109.74,289.6,N/A,167.97,167.97,N/A,N/A,25.0,11.22,4.96,6.49,6.15,15.16,15.02,10.94,11.4,14.02,14.17,12.69,10.37,12.31,14.37,11.23,12.8,12.29,10.94,10.15,10.04,99.52,146.17,19.83,10.01,160.38
511,Dumbea/mer Est - Plaine Adam,147.99,26.37,111.4,N/A,261.32,62.62,221.8,N/A,115.46,273.88,N/A,191.53,166.72,16.7,N/A,78.26,N/A,N/A,12.26,26.24,12.1,3.11,2.68,5.63,2.53,4.4,234.87,67.47,67.49,13.03,10.97,12.14,10.46,6.93,10.56,7.07,10.6,12.74,67.73,16.7,5.72,11.47,6.83,8.12,12.31,101.07,259.13,8.2,11.82,5.92,19.77,6.63,27.99,8.7,19.77,207.4,207.4,45.98,183.24,291.6,223.53,222.36,61.99,263.76,191.12,191.07,164.65,169.09,169.35,N/A,78.3,N/A,N/A,8.12,12.14,13.59,12.1,12.1,12.17,4.2,12.3,2.22,4.66,2.54,234.21,67.72,14.29,8.17,11.59,9.21,10.36,11.83,8.09,10.79,10.43,8.72,11.47,169.48,5.61,8.76,10.6,7.49,100.9,147.85,259.49,28.49,4.66,208.49,11.17,207.28,161.33,183.43,N/A,N/A,222.26,131.27,110.69,290.56,N/A,168.92,168.92,N/A,N/A,25.95,12.17,5.19,6.73,6.38,15.4,15.25,11.17,11.63,14.25,14.4,12.92,10.6,12.54,14.6,11.47,13.03,12.53,11.17,10.38,10.27,100.47,147.12,20.06,10.24,161.33
512,Plaine de Koé,153.19,31.57,116.61,N/A,266.53,70.23,227.0,N/A,120.66,279.08,N/A,196.74,171.92,25.98,N/A,83.46,N/A,N/A,13.35,31.44,13.19,15.3,14.71,10.79,14.56,12.86,240.07,72.67,72.69,22.31,20.26,21.43,19.74,15.15,19.85,14.75,19.89,22.03,72.93,25.98,13.37,20.75,15.17,13.8,13.41,106.28,264.33,15.02,19.21,13.56,27.38,13.45,35.6,15.99,27.38,212.6,212.6,51.18,188.45,296.8,228.73,227.56,69.6,268.96,196.32,196.27,169.85,174.29,174.55,N/A,83.5,N/A,N/A,13.8,13.24,14.37,13.19,13.19,3.68,12.0,4.55,14.23,12.59,14.98,239.41,72.92,23.57,16.17,20.88,18.49,19.65,21.12,17.38,20.08,19.72,18.01,20.75,174.68,13.26,18.04,19.89,16.77,106.1,153.05,264.7,36.1,12.59,213.69,19.35,212.48,166.53,188.63,N/A,N/A,227.46,136.47,115.89,295.76,N/A,174.12,174.12,N/A,N/A,31.16,17.37,14.2,14.2,13.86,24.68,24.54,19.35,20.91,23.54,23.68,21.1,19.89,21.83,23.89,20.75,22.32,21.81,19.35,19.67,19.56,105.68,152.32,27.68,17.85,166.53
513,Nakutakoin,144.11,22.49,107.53,N/A,257.44,65.71,217.92,N/A,111.58,270.0,N/A,187.65,162.84,19.79,N/A,74.38,N/A,N/A,8.42,22.36,8.26,6.39,5.96,8.64,5.81,7.49,230.99,63.59,63.61,16.12,14.07,15.24,13.55,10.03,13.66,10.17,13.7,15.84,63.85,19.79,8.82,14.56,9.92,4.2,8.48,97.19,255.25,11.3,14.91,9.01,22.86,9.73,31.08,11.8,22.86,203.52,203.52,42.1,179.36,287.72,219.65,218.48,65.08,259.88,187.24,187.19,160.77,165.21,165.47,N/A,74.42,N/A,N/A,4.2,8.31,9.75,8.26,8.26,8.79,7.33,7.42,5.32,7.76,6.06,230.33,63.84,17.38,11.27,14.69,12.3,13.46,14.92,11.19,13.89,13.53,11.82,14.56,165.6,8.71,11.85,13.7,10.58,97.02,143.97,255.62,31.58,7.76,204.61,14.27,203.4,157.45,179.55,N/A,N/A,218.38,127.39,106.81,286.68,N/A,165.04,165.04,N/A,N/A,22.07,8.29,8.29,9.82,9.48,18.49,18.34,14.27,14.72,17.35,17.49,16.01,13.7,15.64,17.7,14.56,16.13,15.62,14.27,13.47,13.36,96.59,143.24,23.16,13.33,157.45
514,Nondoué La Couvelée,152.7,31.08,116.12,N/A,266.04,72.24,226.51,N/A,120.17,278.59,N/A,196.25,171.43,27.99,N/A,82.98,N/A,N/A,12.86,30.95,12.71,16.22,15.79,12.79,15.64,14.86,239.58,72.18,72.2,24.32,22.26,23.43,21.75,17.15,21.85,16.75,21.89,24.03,72.44,27.99,15.37,22.75,17.17,14.5,12.92,105.79,263.84,17.02,21.21,15.56,29.38,15.46,37.6,18.0,29.38,212.11,212.11,50.69,187.96,296.31,228.24,227.07,71.61,268.47,195.83,195.78,169.36,173.8,174.07,N/A,83.01,N/A,N/A,14.5,12.75,13.88,12.71,12.71,5.68,14.0,5.48,15.16,14.6,15.9,238.92,72.43,25.57,18.17,22.88,20.49,21.65,23.12,19.38,22.08,21.72,20.01,22.75,174.19,15.26,20.04,21.89,18.77,105.62,152.56,264.21,38.1,14.6,213.2,21.35,211.99,166.04,188.14,N/A,N/A,226.97,135.98,115.41,295.27,N/A,173.63,173.63,N/A,N/A,30.67,16.88,16.2,16.21,15.86,26.69,26.54,21.35,22.92,25.54,25.69,23.1,21.89,23.83,25.89,22.75,24.32,23.81,21.35,21.67,21.56,105.19,151.83,29.68,19.86,166.04
515,Katiramona Sud,148.52,26.91,111.94,N/A,261.86,70.58,222.33,N/A,115.99,274.42,N/A,192.07,167.25,26.33,N/A,78.8,N/A,N/A,8.68,26.77,8.53,14.29,13.86,11.13,13.71,13.2,235.4,68.0,68.03,22.66,20.6,21.77,20.09,15.49,20.19,15.09,20.23,22.37,68.26,26.33,13.71,21.1,15.51,10.77,8.74,101.61,259.67,15.36,19.55,13.91,27.73,13.8,35.95,16.34,27.73,207.93,207.93,46.51,183.78,292.14,224.06,222.89,69.95,264.29,191.65,191.6,165.18,169.62,169.89,N/A,78.83,N/A,N/A,10.77,8.57,9.7,8.53,8.53,4.02,12.34,3.55,13.22,12.94,13.97,234.74,68.25,23.92,16.51,21.22,18.84,19.99,21.46,17.72,20.42,20.06,18.35,21.1,170.01,13.6,18.38,20.23,17.11,101.44,148.38,260.03,36.45,12.94,209.03,19.7,207.82,161.86,183.96,N/A,N/A,222.79,131.8,111.23,291.09,N/A,169.46,169.46,N/A,N/A,26.49,12.7,14.54,14.55,14.2,25.03,24.88,19.7,21.26,23.88,24.03,21.44,20.23,22.17,24.23,21.1,22.66,22.16,19.7,20.01,19.9,101.01,147.66,28.02,18.2,161.86
516,Dzumac,162.59,40.98,126.01,N/A,275.93,79.57,236.4,N/A,130.06,288.49,N/A,206.14,181.33,35.39,N/A,92.87,N/A,N/A,22.75,40.85,22.6,24.71,24.11,20.19,23.96,22.26,249.47,82.07,82.1,31.72,29.66,30.83,29.15,24.55,29.26,24.15,29.29,31.44,82.33,35.39,22.77,30.16,24.58,23.21,22.81,115.68,273.74,24.43,28.54,22.97,36.72,22.86,44.94,25.4,36.72,222.0,222.0,60.58,197.85,306.21,238.14,236.96,78.94,278.36,205.73,205.68,179.25,183.69,183.96,N/A,92.91,N/A,N/A,23.21,22.64,23.77,22.6,22.6,13.08,21.4,13.96,23.64,22.0,24.38,248.81,82.32,32.98,25.57,30.28,27.9,29.05,30.52,26.79,29.49,29.12,27.41,30.16,184.08,22.66,27.45,29.29,26.18,115.51,162.45,274.1,45.44,22.0,223.1,28.76,221.89,175.94,198.03,N/A,N/A,236.86,145.87,125.3,305.16,N/A,183.53,183.53,N/A,N/A,40.56,26.77,23.6,23.61,23.27,34.09,33.94,28.76,30.32,32.94,33.09,30.5,29.29,31.23,33.29,30.16,31.72,31.22,28.76,29.07,28.96,115.08,161.73,37.01,27.19,175.94
601,Farino,81.43,50.99,43.02,N/A,194.77,134.81,155.25,N/A,47.08,207.33,N/A,124.98,100.17,88.89,N/A,61.16,N/A,N/A,70.36,50.86,70.51,75.48,75.05,77.86,74.9,76.59,168.31,9.73,9.22,85.22,83.16,84.33,82.65,79.12,82.75,79.26,82.79,84.93,9.05,88.89,77.91,83.65,79.02,69.75,70.54,34.52,192.58,80.39,84.01,78.11,91.96,78.82,100.18,80.89,91.96,139.0,139.0,30.67,114.84,225.05,156.98,155.81,134.18,197.21,124.57,124.52,98.1,102.54,102.8,N/A,61.19,N/A,N/A,69.75,70.53,72.26,70.51,70.51,78.77,76.43,77.6,74.41,76.85,75.16,167.66,8.77,86.47,80.36,83.78,81.39,82.55,84.02,80.28,82.98,82.62,80.91,83.65,102.93,77.8,80.94,82.79,79.67,34.35,79.47,192.94,100.68,76.85,140.09,83.36,138.88,94.78,115.03,N/A,N/A,155.7,64.72,42.31,224.01,N/A,102.37,102.37,N/A,N/A,50.57,66.14,77.38,78.92,78.57,87.59,87.44,83.36,83.82,86.44,86.59,85.11,82.79,84.73,86.79,83.65,85.22,84.71,83.36,82.57,82.46,33.92,78.74,92.25,82.43,94.78
701,Hienghène village,126.31,238.6,199.3,N/A,152.55,322.41,42.33,N/A,168.02,165.11,N/A,125.21,103.13,276.49,N/A,232.92,N/A,N/A,257.96,238.46,258.11,263.08,262.65,265.46,262.5,264.19,126.1,197.33,196.83,272.82,270.76,271.93,270.25,266.72,270.35,266.86,270.39,272.54,196.65,276.49,265.51,271.26,266.62,257.35,258.14,163.03,7.94,267.99,271.61,265.71,279.56,266.42,287.78,268.49,279.56,69.71,69.71,218.28,93.99,182.83,40.6,113.59,321.78,154.99,125.01,125.04,101.05,102.81,103.55,N/A,232.93,N/A,N/A,257.35,258.13,259.86,258.11,258.11,266.37,264.03,265.2,262.02,264.45,262.76,125.44,196.37,274.08,267.96,271.38,269.0,270.15,271.62,267.88,270.58,270.22,268.51,271.26,102.33,265.4,268.55,270.39,267.28,163.2,129.54,8.1,288.28,264.45,68.61,270.96,69.83,103.3,94.27,N/A,N/A,113.49,133.69,198.58,181.79,N/A,103.52,102.81,N/A,N/A,238.18,253.74,264.98,266.52,266.17,275.19,275.04,270.96,271.42,274.04,274.19,272.71,270.39,272.33,274.39,271.26,272.82,272.32,270.96,270.17,270.06,163.9,130.07,279.85,270.03,103.3
704,Tiendanite à Ouayaguette,142.79,255.08,217.74,N/A,128.81,338.89,60.77,N/A,186.46,141.36,N/A,117.52,115.58,292.97,N/A,251.36,N/A,N/A,274.44,254.94,274.59,279.57,279.14,281.95,278.98,280.67,102.35,213.81,213.31,289.3,287.25,288.42,286.73,283.21,286.84,283.34,286.88,289.02,213.14,292.97,282.0,287.74,283.1,273.84,274.63,179.52,25.48,284.47,288.09,282.19,296.04,282.91,304.26,284.98,296.04,88.15,88.15,234.76,112.43,159.08,59.04,89.84,338.26,131.24,117.8,117.93,117.28,115.26,116.01,N/A,251.37,N/A,N/A,273.84,274.62,276.35,274.59,274.59,282.86,280.51,281.68,278.5,280.94,279.24,101.69,212.86,290.56,284.45,287.86,285.48,286.64,288.1,284.37,287.07,286.7,285.0,287.74,114.78,281.89,285.03,286.88,283.76,179.69,147.98,25.84,304.76,280.94,87.06,287.45,88.27,119.78,112.71,N/A,N/A,89.74,150.17,217.03,158.04,N/A,115.88,115.26,N/A,N/A,254.66,270.23,281.46,283.0,282.66,291.67,291.52,287.45,287.9,290.53,290.67,289.19,286.88,288.81,290.87,287.74,289.3,288.8,287.45,286.65,286.54,180.39,148.51,296.34,286.51,119.78
705,Oué - Hawa - Ouen - Kout - Pwa Jilu,116.97,229.25,198.05,N/A,118.5,313.06,89.63,N/A,200.11,131.05,N/A,86.32,93.78,267.14,N/A,223.57,N/A,N/A,248.62,229.12,248.76,253.74,253.31,256.12,253.16,254.84,92.04,187.98,187.48,263.47,261.42,262.59,260.9,257.38,261.01,257.52,261.05,263.19,187.31,267.14,256.17,261.91,257.27,248.01,248.8,153.69,54.34,258.65,262.26,256.36,270.21,257.08,278.43,259.15,270.21,108.17,108.17,208.93,132.45,148.77,87.9,79.53,312.43,120.93,86.61,86.73,91.71,93.47,94.21,N/A,223.58,N/A,N/A,248.01,248.79,250.52,248.76,248.76,257.03,254.68,255.85,252.67,255.11,253.41,91.38,187.03,264.73,258.62,262.04,259.65,260.81,262.27,258.54,261.24,260.88,259.17,261.91,92.98,256.06,259.2,261.05,257.93,153.86,163.36,54.71,278.93,255.11,107.08,261.62,108.29,93.95,132.73,N/A,N/A,79.43,124.34,197.33,147.73,N/A,94.18,93.46,N/A,N/A,228.83,244.4,255.64,257.17,256.83,265.84,265.7,261.62,262.07,264.7,264.84,263.36,261.05,262.99,265.05,261.91,263.48,262.97,261.62,260.82,260.71,154.56,163.89,270.51,260.68,93.95
801,Houaïlou village,92.14,118.84,66.56,N/A,205.48,202.66,93.43,N/A,35.28,218.04,N/A,135.69,110.88,156.73,N/A,100.18,N/A,N/A,138.21,118.71,138.36,143.33,142.9,145.71,142.75,144.44,179.02,77.58,77.07,153.06,151.01,152.18,150.49,146.97,150.6,147.11,150.64,152.78,76.9,156.73,145.76,151.5,146.87,137.6,138.39,56.5,130.77,148.24,151.86,145.96,159.8,146.67,168.02,148.74,159.8,66.03,66.03,98.52,41.88,235.76,95.16,166.51,202.03,207.91,135.28,135.23,108.8,113.24,113.51,N/A,100.19,N/A,N/A,137.6,138.38,140.11,138.36,138.36,146.62,144.28,145.45,142.26,144.7,143.01,178.37,76.62,154.32,148.21,151.63,149.24,150.4,151.87,148.13,150.83,150.47,148.76,151.5,113.64,145.65,148.79,150.64,147.52,56.67,6.84,131.13,168.53,144.7,67.13,151.21,65.92,105.49,42.06,N/A,N/A,166.41,75.42,65.85,234.71,N/A,113.08,113.08,N/A,N/A,118.42,133.99,145.23,146.76,146.42,155.44,155.29,151.21,151.67,154.29,154.44,152.96,150.64,152.58,154.64,151.5,153.07,152.56,151.21,150.42,150.31,57.37,6.11,160.1,150.28,105.49
803,Waraï,93.45,132.5,80.22,N/A,201.42,216.32,79.99,N/A,48.94,213.98,N/A,131.63,107.61,170.39,N/A,113.84,N/A,N/A,151.87,132.37,152.01,156.99,156.56,159.37,156.41,158.09,174.96,91.24,90.73,166.72,164.67,165.84,164.15,160.63,164.26,160.77,164.3,166.44,90.56,170.39,159.42,165.16,160.52,151.26,152.05,57.81,117.33,161.9,165.51,159.61,173.46,160.33,181.68,162.4,173.46,52.59,52.59,112.18,28.44,231.7,81.72,162.45,215.69,203.85,131.22,131.17,105.54,108.83,109.27,N/A,113.85,N/A,N/A,151.26,152.04,153.77,152.01,152.01,160.28,157.94,159.11,155.92,158.36,156.66,174.3,90.28,167.98,161.87,165.29,162.9,164.06,165.53,161.79,164.49,164.13,162.42,165.16,108.96,159.31,162.45,164.3,161.18,57.98,10.46,117.69,182.18,158.36,53.69,164.87,52.48,105.18,28.62,N/A,N/A,162.35,76.73,79.51,230.65,N/A,109.01,108.69,N/A,N/A,132.08,147.65,158.89,160.42,160.08,169.09,168.95,164.87,165.32,167.95,168.09,166.61,164.3,166.24,168.3,165.16,166.73,166.22,164.87,164.08,163.97,58.68,10.99,173.76,163.93,105.18
